startup_name,industry,country,funding_amount_usd,funding_stage,source_dataset
Health Technologies2,Artificial intelligence,United States,5026000000.0,Pre-IPO,unicorn_companies_synthetic
MetaMind,Fintech,South Korea,342000000.0,Series F,unicorn_companies_synthetic
CloudSpace,Hardware,United States,513000000.0,Series D,unicorn_companies_synthetic
Block Dynamics,Health,France,623000000.0,Series D,unicorn_companies_synthetic
NovaBlock16,Internet software & services,United States,46487000000.0,Series D,unicorn_companies_synthetic
CyberForge7,Health,Brazil,1829000000.0,Series F,unicorn_companies_synthetic
CyberWave53,Internet software & services,Brazil,388000000.0,Series B,unicorn_companies_synthetic
Shift Systems6,Fintech,Singapore,1865000000.0,Series E,unicorn_companies_synthetic
Block AI,Internet software & services,Canada,841000000.0,Series D,unicorn_companies_synthetic
Nova Solutions,Other,Germany,676000000.0,Private Equity,unicorn_companies_synthetic
MetaStream93,Fintech,China,4371000000.0,Series F,unicorn_companies_synthetic
Data Hub,Artificial intelligence,Sweden,483000000.0,Series E,unicorn_companies_synthetic
Aero Labs49,Auto & transportation,India,597000000.0,Private Equity,unicorn_companies_synthetic
CloudGrid,E-commerce & direct-to-consumer,China,1165000000.0,Series D,unicorn_companies_synthetic
FinSpace26,Data management & analytics,India,398000000.0,Series E,unicorn_companies_synthetic
Meta AI,Health,Israel,376000000.0,Series D,unicorn_companies_synthetic
FinSpace8,Cybersecurity,Germany,637000000.0,Series B,unicorn_companies_synthetic
AeroCore4,E-commerce & direct-to-consumer,China,519000000.0,Private Equity,unicorn_companies_synthetic
Health Group98,Cybersecurity,India,611000000.0,Series D,unicorn_companies_synthetic
SmartFlow,Auto & transportation,India,300000000.0,Series D,unicorn_companies_synthetic
Finly63,Hardware,United States,2531000000.0,Private Equity,unicorn_companies_synthetic
Grid Dynamics24,Artificial intelligence,China,763000000.0,Series E,unicorn_companies_synthetic
Link Technologies,E-commerce & direct-to-consumer,China,4640000000.0,Private Equity,unicorn_companies_synthetic
Novaify,Fintech,United States,426000000.0,Series D,unicorn_companies_synthetic
CloudZenith,E-commerce & direct-to-consumer,Israel,327000000.0,Series D,unicorn_companies_synthetic
Block Group,Health,Germany,530000000.0,Series C,unicorn_companies_synthetic
Nex Group98,Internet software & services,India,672000000.0,Pre-IPO,unicorn_companies_synthetic
MetaVertex,"Supply chain, logistics, & delivery",United States,913000000.0,Series C,unicorn_companies_synthetic
Link Solutions63,Health,China,856000000.0,Series E,unicorn_companies_synthetic
Omnily85,"Supply chain, logistics, & delivery",United Kingdom,1588000000.0,Series D,unicorn_companies_synthetic
Wave Systems91,Fintech,United States,542000000.0,Series D,unicorn_companies_synthetic
OmniFlow72,"Supply chain, logistics, & delivery",Brazil,1148000000.0,Pre-IPO,unicorn_companies_synthetic
Healthify98,Cybersecurity,India,1332000000.0,Series C,unicorn_companies_synthetic
SmartVertex13,Other,United States,473000000.0,Series D,unicorn_companies_synthetic
Metaify76,Internet software & services,India,1264000000.0,Series B,unicorn_companies_synthetic
CloudBlock,Health,United States,2682000000.0,Series B,unicorn_companies_synthetic
Omniify94,Internet software & services,United States,966000000.0,Series D,unicorn_companies_synthetic
CyberGrid6,Health,United Kingdom,469000000.0,Series E,unicorn_companies_synthetic
Auto Hub,Fintech,United States,416000000.0,Series E,unicorn_companies_synthetic
Vertex Technologies51,E-commerce & direct-to-consumer,United States,2606000000.0,Series D,unicorn_companies_synthetic
Core Technologies29,Auto & transportation,China,452000000.0,Series F,unicorn_companies_synthetic
Gridly44,E-commerce & direct-to-consumer,United States,332000000.0,Series F,unicorn_companies_synthetic
Tech Technologies62,Cybersecurity,China,7634000000.0,Series F,unicorn_companies_synthetic
Pulsely,"Supply chain, logistics, & delivery",United States,562000000.0,Private Equity,unicorn_companies_synthetic
CyberPulse12,Artificial intelligence,United States,276000000.0,Series E,unicorn_companies_synthetic
AutoZenith,Data management & analytics,India,1459000000.0,Series F,unicorn_companies_synthetic
Smart Systems65,Fintech,United States,2109999999.9999998,Series F,unicorn_companies_synthetic
Gridify,Fintech,India,1609000000.0,Pre-IPO,unicorn_companies_synthetic
Smart Solutions10,Internet software & services,Germany,751000000.0,Series F,unicorn_companies_synthetic
Block Systems75,Fintech,Sweden,658000000.0,Series E,unicorn_companies_synthetic
NexShift90,Other,Israel,1473000000.0,Series B,unicorn_companies_synthetic
Nova Technologies57,Edtech,India,438000000.0,Series E,unicorn_companies_synthetic
Shift Dynamics70,Health,China,130000000.0,Series D,unicorn_companies_synthetic
Flow Dynamics18,Cybersecurity,Brazil,358000000.0,Series F,unicorn_companies_synthetic
Shift Systems71,Artificial intelligence,India,712000000.0,Pre-IPO,unicorn_companies_synthetic
Zenith Group12,Artificial intelligence,South Korea,635000000.0,Series E,unicorn_companies_synthetic
Zenith Hub77,Cybersecurity,United States,464000000.0,Series D,unicorn_companies_synthetic
Smart Labs62,Internet software & services,China,532000000.0,Series D,unicorn_companies_synthetic
Space Networks37,Internet software & services,United States,505000000.0,Series F,unicorn_companies_synthetic
Health Solutions79,Fintech,South Korea,588000000.0,Series E,unicorn_companies_synthetic
FinShift34,Health,China,3242000000.0,Series D,unicorn_companies_synthetic
Autoify7,Fintech,Indonesia,6999000000.0,Series E,unicorn_companies_synthetic
Cyberify36,Hardware,United Kingdom,1195000000.0,Series D,unicorn_companies_synthetic
Nex Technologies55,Internet software & services,Germany,486000000.0,Series B,unicorn_companies_synthetic
Novaio,Fintech,India,335000000.0,Series D,unicorn_companies_synthetic
Smart Group90,Internet software & services,China,1450000000.0,Series F,unicorn_companies_synthetic
Nex Labs,E-commerce & direct-to-consumer,United States,366000000.0,Series D,unicorn_companies_synthetic
Cyber Group78,Artificial intelligence,China,510000000.0,Pre-IPO,unicorn_companies_synthetic
Nex Networks12,Consumer & retail,United States,4344000000.0,Pre-IPO,unicorn_companies_synthetic
Data Group18,Cybersecurity,United Kingdom,565000000.0,Series D,unicorn_companies_synthetic
Forge Solutions50,Cybersecurity,United States,2461000000.0,Series C,unicorn_companies_synthetic
Tech Base95,Health,United States,1854000000.0,Series F,unicorn_companies_synthetic
AeroBlock23,Internet software & services,China,1028000000.0,Series D,unicorn_companies_synthetic
Spacely3,Other,India,583000000.0,Series D,unicorn_companies_synthetic
Data Technologies,Auto & transportation,United States,615000000.0,Series E,unicorn_companies_synthetic
Streamly94,Health,United States,561000000.0,Pre-IPO,unicorn_companies_synthetic
PayCore30,Internet software & services,South Korea,814000000.0,Series C,unicorn_companies_synthetic
Link AI43,Internet software & services,Germany,958000000.0,Series D,unicorn_companies_synthetic
PayPulse,Fintech,China,24403000000.0,Pre-IPO,unicorn_companies_synthetic
Link Labs92,Auto & transportation,United States,323000000.0,Series E,unicorn_companies_synthetic
Shift Group,Other,United States,662000000.0,Series B,unicorn_companies_synthetic
MetaBlock,Artificial intelligence,United Kingdom,3896000000.0,Series C,unicorn_companies_synthetic
Smartify,E-commerce & direct-to-consumer,India,687000000.0,Series F,unicorn_companies_synthetic
Wave Dynamics38,Health,China,6174000000.0,Series F,unicorn_companies_synthetic
CyberZenith72,Hardware,United Kingdom,4780000000.0,Series D,unicorn_companies_synthetic
NexMind29,Data management & analytics,China,488000000.0,Pre-IPO,unicorn_companies_synthetic
Cloud Hub,Artificial intelligence,Singapore,545000000.0,Series C,unicorn_companies_synthetic
Fin Group21,Health,United Kingdom,708000000.0,Series B,unicorn_companies_synthetic
OmniGrid92,Consumer & retail,United States,881000000.0,Pre-IPO,unicorn_companies_synthetic
Bio Networks,Cybersecurity,Germany,413000000.0,Series D,unicorn_companies_synthetic
Forge Technologies,Internet software & services,United States,414000000.0,Series D,unicorn_companies_synthetic
NovaFlow,Other,United Kingdom,431000000.0,Series D,unicorn_companies_synthetic
Core Technologies88,Fintech,United States,1622000000.0,Pre-IPO,unicorn_companies_synthetic
Pulse Hub63,Fintech,India,2497000000.0,Series C,unicorn_companies_synthetic
Dataio86,Internet software & services,United States,1796000000.0,Private Equity,unicorn_companies_synthetic
Space AI53,Hardware,United States,464000000.0,Series E,unicorn_companies_synthetic
SmartMind,E-commerce & direct-to-consumer,China,433000000.0,Pre-IPO,unicorn_companies_synthetic
Shift Solutions,Fintech,United States,827000000.0,Series F,unicorn_companies_synthetic
Smart Group,Internet software & services,India,1119000000.0,Series B,unicorn_companies_synthetic
Vertexly,Fintech,United States,2516000000.0,Series D,unicorn_companies_synthetic
Vertexify,Edtech,United States,622000000.0,Series D,unicorn_companies_synthetic
Fin Solutions,Health,United Kingdom,1014999999.9999999,Private Equity,unicorn_companies_synthetic
OmniStream,Fintech,Brazil,2424000000.0,Series C,unicorn_companies_synthetic
Nex AI8,Other,United States,991000000.0,Series D,unicorn_companies_synthetic
SmartGrid,Internet software & services,United States,440000000.0,Pre-IPO,unicorn_companies_synthetic
Aero Technologies,Internet software & services,South Korea,687000000.0,Series E,unicorn_companies_synthetic
Pulse Technologies72,Consumer & retail,United States,289000000.0,Series D,unicorn_companies_synthetic
Stream Technologies49,E-commerce & direct-to-consumer,United States,906000000.0,Series D,unicorn_companies_synthetic
Bio AI53,Health,Brazil,1056000000.0,Series D,unicorn_companies_synthetic
Aero Technologies21,Internet software & services,United States,321000000.0,Series D,unicorn_companies_synthetic
DataStream,Cybersecurity,China,282000000.0,Series F,unicorn_companies_synthetic
Zenithify,Data management & analytics,United States,259000000.0,Series C,unicorn_companies_synthetic
Block Base82,Fintech,United Kingdom,444000000.0,Series C,unicorn_companies_synthetic
AeroBlock62,Consumer & retail,United States,508000000.0,Series C,unicorn_companies_synthetic
Shiftly7,Consumer & retail,United States,501000000.0,Series D,unicorn_companies_synthetic
Stream AI13,Other,United States,6929000000.0,Series C,unicorn_companies_synthetic
Wave Dynamics80,"Supply chain, logistics, & delivery",Canada,1010999999.9999999,Series C,unicorn_companies_synthetic
Wave Dynamics79,Fintech,India,21310000000.0,Series E,unicorn_companies_synthetic
NovaWave,Data management & analytics,United States,867000000.0,Series D,unicorn_companies_synthetic
Mind Group44,Fintech,Indonesia,465000000.0,Series D,unicorn_companies_synthetic
Meta AI98,"Supply chain, logistics, & delivery",Canada,1209000000.0,Series D,unicorn_companies_synthetic
HealthCore35,Fintech,China,479000000.0,Series C,unicorn_companies_synthetic
Payify85,Other,South Korea,761000000.0,Series F,unicorn_companies_synthetic
Flow Labs44,Data management & analytics,United States,46730000000.0,Series C,unicorn_companies_synthetic
Space Hub41,Cybersecurity,Singapore,2170000000.0,Private Equity,unicorn_companies_synthetic
NexFlow,Internet software & services,Canada,3341000000.0,Series C,unicorn_companies_synthetic
Grid Solutions,Edtech,United States,521000000.0,Series B,unicorn_companies_synthetic
DataStream10,Internet software & services,India,423000000.0,Private Equity,unicorn_companies_synthetic
Grid Hub98,Artificial intelligence,China,1128000000.0,Series C,unicorn_companies_synthetic
Nova Systems,Health,United States,763000000.0,Series E,unicorn_companies_synthetic
Health Labs,Internet software & services,Singapore,628000000.0,Series D,unicorn_companies_synthetic
Link Dynamics42,Health,China,733000000.0,Series E,unicorn_companies_synthetic
Pay AI,Health,India,214000000.0,Series E,unicorn_companies_synthetic
Gridly,Internet software & services,Singapore,4541000000.0,Private Equity,unicorn_companies_synthetic
OmniLink19,Cybersecurity,Australia,1128000000.0,Series D,unicorn_companies_synthetic
Omni Technologies,Internet software & services,United States,415000000.0,Series C,unicorn_companies_synthetic
Smart Dynamics,Health,United States,1814000000.0,Series E,unicorn_companies_synthetic
Meta Technologies41,Health,United States,783000000.0,Series D,unicorn_companies_synthetic
BioGrid,Data management & analytics,United States,881000000.0,Series D,unicorn_companies_synthetic
CloudSpace6,Artificial intelligence,United States,584000000.0,Series E,unicorn_companies_synthetic
Space AI26,Cybersecurity,United States,800000000.0,Series C,unicorn_companies_synthetic
PayVertex,Data management & analytics,China,1070000000.0000001,Series D,unicorn_companies_synthetic
Pulse Labs56,Consumer & retail,South Korea,342000000.0,Series B,unicorn_companies_synthetic
Flow Networks,Edtech,United States,479000000.0,Private Equity,unicorn_companies_synthetic
Shift Base66,Fintech,United States,1542000000.0,Series C,unicorn_companies_synthetic
Cyber Solutions,Cybersecurity,United States,712000000.0,Series E,unicorn_companies_synthetic
HealthCore51,Auto & transportation,United States,658000000.0,Series C,unicorn_companies_synthetic
Payify,Fintech,France,679000000.0,Private Equity,unicorn_companies_synthetic
Pulse AI73,Data management & analytics,China,1359000000.0,Private Equity,unicorn_companies_synthetic
Waveify79,Artificial intelligence,United States,1287000000.0,Series D,unicorn_companies_synthetic
Meta Group,Fintech,United States,471000000.0,Series D,unicorn_companies_synthetic
Aeroly,Fintech,Brazil,624000000.0,Series D,unicorn_companies_synthetic
Space Technologies,E-commerce & direct-to-consumer,Israel,4219999999.9999995,Series C,unicorn_companies_synthetic
Health Group,Internet software & services,Israel,557000000.0,Series B,unicorn_companies_synthetic
Data Dynamics,E-commerce & direct-to-consumer,China,171000000.0,Series D,unicorn_companies_synthetic
Wavely4,E-commerce & direct-to-consumer,United Kingdom,442000000.0,Series E,unicorn_companies_synthetic
Grid Technologies88,Artificial intelligence,United Kingdom,226000000.0,Series F,unicorn_companies_synthetic
Wave Base28,Health,United States,309000000.0,Series D,unicorn_companies_synthetic
Link AI,Internet software & services,United States,545000000.0,Private Equity,unicorn_companies_synthetic
DataStream70,Health,China,773000000.0,Series F,unicorn_companies_synthetic
CyberSpace66,Health,Indonesia,269000000.0,Series E,unicorn_companies_synthetic
PayForge59,Hardware,United States,601000000.0,Series F,unicorn_companies_synthetic
PayPulse31,Consumer & retail,United States,423000000.0,Private Equity,unicorn_companies_synthetic
BioBlock33,Internet software & services,India,2838000000.0,Pre-IPO,unicorn_companies_synthetic
Bioio,Artificial intelligence,United States,644000000.0,Series C,unicorn_companies_synthetic
FinStream,Health,United States,478000000.0,Series C,unicorn_companies_synthetic
AeroSpace51,Other,United States,673000000.0,Series D,unicorn_companies_synthetic
NexZenith18,Artificial intelligence,Israel,514000000.0,Pre-IPO,unicorn_companies_synthetic
Vertex Hub37,Fintech,United States,831000000.0,Series D,unicorn_companies_synthetic
Bio Labs82,E-commerce & direct-to-consumer,United States,395000000.0,Series D,unicorn_companies_synthetic
Smart Solutions,Other,United States,1111000000.0,Series F,unicorn_companies_synthetic
HealthPulse,Internet software & services,United States,9602000000.0,Series D,unicorn_companies_synthetic
SmartZenith71,Internet software & services,India,1074000000.0,Series E,unicorn_companies_synthetic
Linkify64,Internet software & services,China,378000000.0,Pre-IPO,unicorn_companies_synthetic
Auto AI47,Internet software & services,Sweden,649000000.0,Series C,unicorn_companies_synthetic
Streamly78,Internet software & services,China,505000000.0,Series D,unicorn_companies_synthetic
Link AI1,Fintech,India,23121000000.0,Series E,unicorn_companies_synthetic
Nex Base49,Hardware,Singapore,380000000.0,Series D,unicorn_companies_synthetic
HealthPulse22,E-commerce & direct-to-consumer,United Kingdom,1333000000.0,Series C,unicorn_companies_synthetic
Pulse Solutions54,E-commerce & direct-to-consumer,United States,1183000000.0,Series D,unicorn_companies_synthetic
HealthZenith,Internet software & services,United States,828000000.0,Series E,unicorn_companies_synthetic
Tech Group16,Hardware,Canada,1125000000.0,Series D,unicorn_companies_synthetic
Zenithio7,Artificial intelligence,Israel,891000000.0,Series F,unicorn_companies_synthetic
OmniForge41,"Supply chain, logistics, & delivery",China,518000000.0,Series D,unicorn_companies_synthetic
Space Group81,"Supply chain, logistics, & delivery",China,669000000.0,Series E,unicorn_companies_synthetic
Streamly,Internet software & services,China,2204000000.0,Series E,unicorn_companies_synthetic
BioFlow,Internet software & services,United States,643000000.0,Series D,unicorn_companies_synthetic
MetaLink29,"Supply chain, logistics, & delivery",United Kingdom,3593000000.0,Private Equity,unicorn_companies_synthetic
Flowly2,"Supply chain, logistics, & delivery",China,233000000.0,Series C,unicorn_companies_synthetic
Blockify43,Hardware,China,9725000000.0,Series C,unicorn_companies_synthetic
CloudFlow76,Fintech,United States,911000000.0,Series D,unicorn_companies_synthetic
Pay Group22,Fintech,China,1448000000.0,Private Equity,unicorn_companies_synthetic
Auto Systems3,Cybersecurity,China,474000000.0,Series D,unicorn_companies_synthetic
SmartLink12,"Supply chain, logistics, & delivery",India,602000000.0,Series F,unicorn_companies_synthetic
CloudBlock39,Internet software & services,Sweden,462000000.0,Series E,unicorn_companies_synthetic
Shift Networks81,Edtech,Brazil,579000000.0,Pre-IPO,unicorn_companies_synthetic
Pay Labs54,Health,China,1945000000.0,Series D,unicorn_companies_synthetic
Metaify,Health,India,772000000.0,Pre-IPO,unicorn_companies_synthetic
Health Systems,Health,Brazil,634000000.0,Series C,unicorn_companies_synthetic
Health Dynamics75,Fintech,Brazil,1104000000.0,Series C,unicorn_companies_synthetic
Aero Group88,Edtech,United States,496000000.0,Series E,unicorn_companies_synthetic
Smart Solutions98,Artificial intelligence,Brazil,216000000.0,Series D,unicorn_companies_synthetic
NexSpace,Internet software & services,Brazil,7965000000.0,Series C,unicorn_companies_synthetic
NovaMind12,E-commerce & direct-to-consumer,China,319000000.0,Series D,unicorn_companies_synthetic
CloudWave,Artificial intelligence,United States,713000000.0,Series D,unicorn_companies_synthetic
Aeroify83,Artificial intelligence,United States,1918000000.0,Series E,unicorn_companies_synthetic
DataShift69,Health,France,1169000000.0,Series C,unicorn_companies_synthetic
HealthVertex,Auto & transportation,Sweden,1194000000.0,Series D,unicorn_companies_synthetic
MetaShift9,Artificial intelligence,China,977000000.0,Series D,unicorn_companies_synthetic
Blockify,Health,Canada,3217000000.0,Series C,unicorn_companies_synthetic
Mind Base,Internet software & services,United States,218000000.0,Series D,unicorn_companies_synthetic
AeroSpace86,Health,United States,537000000.0,Series C,unicorn_companies_synthetic
FinGrid,Fintech,Indonesia,2405000000.0,Private Equity,unicorn_companies_synthetic
Block Labs,Internet software & services,China,3361000000.0,Series D,unicorn_companies_synthetic
OmniBlock25,Health,United States,353000000.0,Series F,unicorn_companies_synthetic
Block Hub3,Internet software & services,United States,352000000.0,Series E,unicorn_companies_synthetic
AutoVertex83,Artificial intelligence,United States,2101999999.9999998,Pre-IPO,unicorn_companies_synthetic
Auto Labs91,Cybersecurity,India,838000000.0,Series D,unicorn_companies_synthetic
Novaify5,"Supply chain, logistics, & delivery",United States,363000000.0,Series F,unicorn_companies_synthetic
Data Group37,Fintech,China,2109999999.9999998,Series B,unicorn_companies_synthetic
Fin Group,Consumer & retail,France,737000000.0,Series D,unicorn_companies_synthetic
AutoVertex11,E-commerce & direct-to-consumer,China,342000000.0,Series C,unicorn_companies_synthetic
Gridly43,E-commerce & direct-to-consumer,United Kingdom,1262000000.0,Pre-IPO,unicorn_companies_synthetic
Block Hub11,Artificial intelligence,United States,2088000000.0,Series D,unicorn_companies_synthetic
AutoSpace65,Consumer & retail,United States,1182000000.0,Pre-IPO,unicorn_companies_synthetic
Cloudify,Fintech,United Kingdom,715000000.0,Series C,unicorn_companies_synthetic
Blockly27,"Supply chain, logistics, & delivery",Israel,302000000.0,Pre-IPO,unicorn_companies_synthetic
BioLink,"Supply chain, logistics, & delivery",Israel,357000000.0,Series E,unicorn_companies_synthetic
NovaMind81,Travel,China,356000000.0,Series E,unicorn_companies_synthetic
SmartWave58,Cybersecurity,Indonesia,1261000000.0,Pre-IPO,unicorn_companies_synthetic
Omni AI73,Fintech,China,259000000.0,Series E,unicorn_companies_synthetic
CyberStream,E-commerce & direct-to-consumer,United States,477000000.0,Series B,unicorn_companies_synthetic
Bio Solutions46,E-commerce & direct-to-consumer,United States,502000000.0,Pre-IPO,unicorn_companies_synthetic
Stream Base65,Data management & analytics,Germany,854000000.0,Series E,unicorn_companies_synthetic
Tech Labs11,E-commerce & direct-to-consumer,United Kingdom,248000000.0,Series C,unicorn_companies_synthetic
Link Hub35,Other,United Kingdom,299000000.0,Pre-IPO,unicorn_companies_synthetic
Cyber Base61,Internet software & services,China,707000000.0,Series D,unicorn_companies_synthetic
Smart Base49,Fintech,Sweden,163000000.0,Pre-IPO,unicorn_companies_synthetic
PayMind84,Internet software & services,United States,1681000000.0,Series D,unicorn_companies_synthetic
Tech Solutions,E-commerce & direct-to-consumer,United States,258000000.0,Series D,unicorn_companies_synthetic
Cyber Technologies41,Fintech,United States,893000000.0,Series D,unicorn_companies_synthetic
DataZenith88,Fintech,Japan,2466000000.0,Series F,unicorn_companies_synthetic
Streamify96,Internet software & services,China,349000000.0,Series C,unicorn_companies_synthetic
Pulseio33,Internet software & services,United States,249000000.0,Series D,unicorn_companies_synthetic
Zenith AI10,E-commerce & direct-to-consumer,China,1308000000.0,Series C,unicorn_companies_synthetic
Forge Group31,Artificial intelligence,United States,249000000.0,Series D,unicorn_companies_synthetic
MetaLink77,Internet software & services,United States,260000000.0,Pre-IPO,unicorn_companies_synthetic
Health AI,Internet software & services,United States,368000000.0,Series C,unicorn_companies_synthetic
Pulse Dynamics,Hardware,United States,505000000.0,Series E,unicorn_companies_synthetic
CyberVertex60,E-commerce & direct-to-consumer,United States,234000000.0,Series B,unicorn_companies_synthetic
Shift Base25,Auto & transportation,United States,2137000000.0,Series C,unicorn_companies_synthetic
Grid Systems,Artificial intelligence,Sweden,966000000.0,Series D,unicorn_companies_synthetic
Space Base,E-commerce & direct-to-consumer,India,605000000.0,Series C,unicorn_companies_synthetic
Fin Technologies85,Fintech,United Kingdom,408000000.0,Series D,unicorn_companies_synthetic
AutoVertex55,E-commerce & direct-to-consumer,China,452000000.0,Series E,unicorn_companies_synthetic
AutoSpace,"Supply chain, logistics, & delivery",China,204000000.0,Pre-IPO,unicorn_companies_synthetic
SmartCore,Fintech,United Kingdom,505000000.0,Series B,unicorn_companies_synthetic
Novaify92,"Supply chain, logistics, & delivery",Indonesia,60603000000.0,Series E,unicorn_companies_synthetic
Bioio24,Other,United States,204000000.0,Pre-IPO,unicorn_companies_synthetic
Pay Group63,Hardware,India,725000000.0,Series E,unicorn_companies_synthetic
Wavely19,Health,United Kingdom,710000000.0,Series D,unicorn_companies_synthetic
SmartShift68,Artificial intelligence,Australia,467000000.0,Series E,unicorn_companies_synthetic
Linkly16,Internet software & services,United States,516000000.0,Series C,unicorn_companies_synthetic
Pay Technologies49,Data management & analytics,United States,461000000.0,Series E,unicorn_companies_synthetic
Mind Solutions4,Other,United States,672000000.0,Series E,unicorn_companies_synthetic
Auto Labs,Health,Sweden,131000000.0,Series F,unicorn_companies_synthetic
Meta Technologies50,Internet software & services,United States,705000000.0,Series E,unicorn_companies_synthetic
Tech Technologies,Fintech,France,483000000.0,Series E,unicorn_companies_synthetic
Fin Base21,Internet software & services,United States,864000000.0,Series D,unicorn_companies_synthetic
Dataly,Data management & analytics,United States,726000000.0,Series B,unicorn_companies_synthetic
Mind Solutions,Artificial intelligence,United States,643000000.0,Series D,unicorn_companies_synthetic
Smart AI,Travel,France,117000000.0,Private Equity,unicorn_companies_synthetic
Nex Hub27,Data management & analytics,China,3730000000.0,Series E,unicorn_companies_synthetic
Mindly98,Fintech,France,431000000.0,Series D,unicorn_companies_synthetic
Healthify62,Fintech,Germany,4355000000.0,Series F,unicorn_companies_synthetic
NexCore11,Internet software & services,China,344000000.0,Series F,unicorn_companies_synthetic
Nex Base63,Internet software & services,United Kingdom,131000000.0,Series D,unicorn_companies_synthetic
Bio Group50,Artificial intelligence,United States,994000000.0,Pre-IPO,unicorn_companies_synthetic
Waveify,E-commerce & direct-to-consumer,United States,583000000.0,Series F,unicorn_companies_synthetic
DataSpace,Internet software & services,India,542000000.0,Series C,unicorn_companies_synthetic
Pay Technologies14,Other,China,692000000.0,Pre-IPO,unicorn_companies_synthetic
SmartZenith57,Other,United States,311000000.0,Series D,unicorn_companies_synthetic
Data Solutions,Hardware,United States,3442000000.0,Series D,unicorn_companies_synthetic
Omni Systems1,Fintech,United States,973000000.0,Series E,unicorn_companies_synthetic
Block Group6,Other,France,895000000.0,Series C,unicorn_companies_synthetic
Auto Dynamics,Internet software & services,Singapore,5993000000.0,Series C,unicorn_companies_synthetic
NexShift,E-commerce & direct-to-consumer,Israel,193000000.0,Pre-IPO,unicorn_companies_synthetic
Vertexio,Other,India,661000000.0,Series C,unicorn_companies_synthetic
Healthify66,Data management & analytics,India,863000000.0,Series B,unicorn_companies_synthetic
CloudMind42,Health,United States,1154000000.0,Series E,unicorn_companies_synthetic
Tech Networks66,Hardware,United Kingdom,426000000.0,Series E,unicorn_companies_synthetic
Wave Hub,Hardware,United States,585000000.0,Private Equity,unicorn_companies_synthetic
DataCore26,E-commerce & direct-to-consumer,United Kingdom,846000000.0,Series D,unicorn_companies_synthetic
Grid Labs6,E-commerce & direct-to-consumer,India,5131000000.0,Series B,unicorn_companies_synthetic
AutoForge36,E-commerce & direct-to-consumer,United States,943000000.0,Pre-IPO,unicorn_companies_synthetic
Bio Labs38,Artificial intelligence,United States,661000000.0,Series D,unicorn_companies_synthetic
Zenithify65,Data management & analytics,United States,487000000.0,Series D,unicorn_companies_synthetic
Fin Technologies55,Health,United States,494000000.0,Series C,unicorn_companies_synthetic
CloudVertex,E-commerce & direct-to-consumer,China,890000000.0,Series C,unicorn_companies_synthetic
NexStream,Other,India,402000000.0,Series E,unicorn_companies_synthetic
SmartGrid25,Internet software & services,United Kingdom,445000000.0,Series F,unicorn_companies_synthetic
Pay Labs47,Internet software & services,United States,682000000.0,Series D,unicorn_companies_synthetic
Mind Dynamics82,Artificial intelligence,France,399000000.0,Private Equity,unicorn_companies_synthetic
Forge Base,"Supply chain, logistics, & delivery",United States,928000000.0,Series C,unicorn_companies_synthetic
Mindify46,Fintech,China,2052000000.0,Private Equity,unicorn_companies_synthetic
Cyber Dynamics66,Fintech,Australia,791000000.0,Series D,unicorn_companies_synthetic
Wave Systems84,E-commerce & direct-to-consumer,United States,197000000.0,Series F,unicorn_companies_synthetic
Linkio45,Fintech,China,293000000.0,Series F,unicorn_companies_synthetic
Waveify36,Hardware,United States,4830000000.0,Series C,unicorn_companies_synthetic
Shiftify79,Artificial intelligence,China,524000000.0,Private Equity,unicorn_companies_synthetic
Cyber Group69,Fintech,Brazil,1821000000.0,Series C,unicorn_companies_synthetic
Nexly,Internet software & services,United States,447000000.0,Series C,unicorn_companies_synthetic
Space Solutions72,Internet software & services,Brazil,180000000.0,Series D,unicorn_companies_synthetic
Nova Technologies,Internet software & services,United States,3715000000.0,Series C,unicorn_companies_synthetic
Grid Networks2,E-commerce & direct-to-consumer,Germany,967000000.0,Series C,unicorn_companies_synthetic
NovaCore,Fintech,China,191000000.0,Series E,unicorn_companies_synthetic
Nova Systems18,Auto & transportation,India,927000000.0,Series C,unicorn_companies_synthetic
Link Hub18,Fintech,United States,954000000.0,Series D,unicorn_companies_synthetic
HealthForge8,Data management & analytics,China,403000000.0,Series D,unicorn_companies_synthetic
HealthBlock,Cybersecurity,United States,610000000.0,Series D,unicorn_companies_synthetic
Cloud Solutions38,Health,China,1330000000.0,Series D,unicorn_companies_synthetic
Cloud Dynamics,Consumer & retail,United States,357000000.0,Private Equity,unicorn_companies_synthetic
DataWave26,Internet software & services,Germany,686000000.0,Series E,unicorn_companies_synthetic
Wave AI,Fintech,United States,594000000.0,Series E,unicorn_companies_synthetic
Core Base,Other,Indonesia,2672000000.0,Pre-IPO,unicorn_companies_synthetic
AeroGrid,Internet software & services,United States,700000000.0,Series F,unicorn_companies_synthetic
Corely33,Internet software & services,Germany,1006999999.9999999,Series C,unicorn_companies_synthetic
Healthio54,Internet software & services,India,578000000.0,Series C,unicorn_companies_synthetic
Forgely73,E-commerce & direct-to-consumer,France,736000000.0,Series C,unicorn_companies_synthetic
Smart Systems32,Fintech,United States,570000000.0,Series D,unicorn_companies_synthetic
NexForge,Fintech,United States,355000000.0,Series E,unicorn_companies_synthetic
Aero Technologies12,Internet software & services,United States,738000000.0,Pre-IPO,unicorn_companies_synthetic
HealthBlock67,Artificial intelligence,United States,427000000.0,Pre-IPO,unicorn_companies_synthetic
