round_id,startup_id,startup_name,funding_date,year,quarter,funding_stage,amount_million_usd,pre_money_valuation_million_usd,post_money_valuation_million_usd,equity_dilution_pct,lead_investor,investor_type,num_investors,sector,country,region,city,investor_id
R01986,S01235,OrionLabs,2021-03-26,2021,Q1,Series D,66.44,220.85,287.29,11.8,Index Ventures,Venture Capital,3,SaaS / Enterprise Software,Sweden,Europe,Gothenburg,INV0015
R01987,S01236,RapidBio,2022-11-09,2022,Q4,Seed,2.53,18.79,21.32,14.2,Nexus Venture Partners,Venture Capital,2,Artificial Intelligence,China,Asia,Hangzhou,INV0072
R01988,S01237,LumeBio,2025-08-06,2025,Q3,Seed,4.96,31.67,36.63,18.4,Y Combinator,Accelerator,5,Robotics & Automation,Argentina,South America,Buenos Aires,INV0007
R01989,S01237,LumeBio,2024-04-14,2024,Q2,Series A,23.45,239.11,262.56,28.6,DST Global,Venture Capital,8,Robotics & Automation,Argentina,South America,Buenos Aires,INV0033
R01990,S01238,CoreNet,2022-10-10,2022,Q4,Pre-Seed,0.86,4.93,5.79,7.4,Sequoia Capital,Angel Investor,2,Fintech,Japan,Asia,Tokyo,INV0001
R01991,S01238,CoreNet,2022-12-01,2022,Q4,Seed,1.11,8.43,9.54,20.7,DST Global,Venture Capital,1,Fintech,Japan,Asia,Tokyo,INV0033
R01992,S01239,HubAI,2024-02-04,2024,Q1,Pre-Seed,0.26,1.44,1.7,5.3,Antler,Venture Capital,9,Gaming & Entertainment,China,Asia,Beijing,INV0027
R01993,S01239,HubAI,2021-07-15,2021,Q3,Seed,5.86,52.46,58.32,20.4,IVP,Accelerator,4,Gaming & Entertainment,China,Asia,Beijing,INV0034
R01994,S01239,HubAI,2022-09-04,2022,Q3,Series B,20.44,243.22,263.66,15.0,Amazon Alexa Fund,Venture Capital,3,Gaming & Entertainment,China,Asia,Beijing,INV0061
R01995,S01240,TideBeam,2020-07-31,2020,Q3,Seed,1.99,15.06,17.05,22.6,Bessemer Venture Partners,Venture Capital,3,Real Estate Tech,United States,North America,Seattle,INV0013
R01996,S01241,Swiftly,2022-06-13,2022,Q2,Seed,1.03,5.28,6.31,18.9,Kingsway Capital,Angel Investor,8,Cybersecurity,India,Asia,Delhi NCR,INV0067
R01997,S01242,Orionfy,2022-11-09,2022,Q4,Pre-Seed,0.16,1.2,1.36,10.6,Google Ventures,Government/Sovereign Fund,6,E-Commerce,India,Asia,Delhi NCR,INV0059
R01998,S01243,ArcWorks,2021-02-06,2021,Q1,Seed,2.1,8.39,10.49,11.3,Northzone,Corporate VC,10,Artificial Intelligence,Singapore,Asia,Singapore,INV0047
R01999,S01243,ArcWorks,2022-07-11,2022,Q3,Series A,4.59,26.33,30.92,20.8,Intel Capital,Government/Sovereign Fund,6,Artificial Intelligence,Singapore,Asia,Singapore,INV0056
R02000,S01244,SageWare,2024-09-13,2024,Q3,Seed,0.64,3.03,3.67,13.5,LocalGlobe,Corporate VC,1,Artificial Intelligence,United States,North America,San Francisco,INV0042
R02001,S01245,TerraSystems,2022-02-21,2022,Q1,Seed,2.82,28.13,30.95,17.3,Salesforce Ventures,Venture Capital,3,Fintech,India,Asia,Pune,INV0058
R02002,S01246,GridStack,2023-07-11,2023,Q3,Seed,1.05,4.11,5.16,19.9,Benchmark,Venture Capital,3,Food & AgriTech,India,Asia,Mumbai,INV0008
R02003,S01247,OnyxCore,2022-07-06,2022,Q3,Seed,0.76,3.36,4.12,13.6,Cherry Ventures,Venture Capital,4,SaaS / Enterprise Software,United States,North America,Seattle,INV0043
R02004,S01247,OnyxCore,2024-09-19,2024,Q3,Series A,12.02,115.39,127.41,17.1,TLcom Capital,Corporate VC,6,SaaS / Enterprise Software,United States,North America,Seattle,INV0068
R02005,S01247,OnyxCore,2021-04-02,2021,Q2,Series B,10.0,57.94,67.94,21.6,Matrix Partners,Corporate VC,3,SaaS / Enterprise Software,United States,North America,Seattle,INV0022
R02006,S01248,GridLabs,2020-08-05,2020,Q3,Pre-Seed,0.73,2.51,3.24,8.4,Founders Fund,Government/Sovereign Fund,2,Healthcare & Biotech,United States,North America,San Diego,INV0014
R02007,S01248,GridLabs,2023-02-14,2023,Q1,Seed,4.89,18.81,23.7,17.9,Tencent,Venture Capital,3,Healthcare & Biotech,United States,North America,San Diego,INV0053
R02008,S01249,CoreSpace,2020-12-15,2020,Q4,Seed,1.29,10.76,12.05,18.9,Insight Partners,Government/Sovereign Fund,2,Fintech,China,Asia,Hangzhou,INV0010
R02009,S01250,Onyxly,2023-12-22,2023,Q4,Seed,1.1,9.58,10.68,13.6,GIC,Venture Capital,4,Climate Tech / Clean Energy,Brazil,South America,São Paulo,INV0050
R02010,S01251,RapidTech,2023-11-11,2023,Q4,Pre-Seed,0.31,1.59,1.9,8.4,Bessemer Venture Partners,Family Office,4,Insurtech,India,Asia,Pune,INV0013
R02011,S01251,RapidTech,2023-10-10,2023,Q4,Series A,10.26,110.94,121.2,26.4,Bessemer Venture Partners,Angel Investor,4,Insurtech,India,Asia,Pune,INV0013
R02012,S01252,EdgeLogic,2021-12-23,2021,Q4,Seed,3.78,30.43,34.21,24.5,SoftBank Vision Fund,Angel Investor,1,Cybersecurity,United States,North America,San Francisco,INV0005
R02013,S01253,HubBase,2023-04-29,2023,Q2,Pre-Seed,0.52,2.63,3.15,9.7,Peak XV Partners (fka Sequoia India),Corporate VC,9,Real Estate Tech,United States,North America,Chicago,INV0021
R02014,S01254,Xenoly,2023-08-26,2023,Q3,Seed,1.38,9.05,10.43,12.0,B Capital Group,Corporate VC,1,Artificial Intelligence,United States,North America,San Diego,INV0048
R02015,S01255,ZenSpace,2024-08-23,2024,Q3,Pre-Seed,0.96,3.67,4.63,12.5,Norwest Venture Partners,Private Equity,3,Space Tech,United States,North America,Miami,INV0037
R02016,S01255,ZenSpace,2024-11-26,2024,Q4,Seed,1.22,7.98,9.2,11.4,EQT Ventures,Government/Sovereign Fund,1,Space Tech,United States,North America,Miami,INV0030
R02017,S01256,PulseSpace,2026-01-26,2026,Q1,Pre-Seed,0.41,2.58,2.99,12.2,Partech Africa,Angel Investor,3,Healthcare & Biotech,United States,North America,Miami,INV0069
R02018,S01257,DataHealth,2023-04-30,2023,Q2,Seed,1.14,9.09,10.23,24.0,Cherry Ventures,Venture Capital,3,Edtech,France,Europe,Lyon,INV0043
R02019,S01257,DataHealth,2023-03-26,2023,Q1,Series B,17.03,109.11,126.14,29.8,Mitsubishi UFJ Capital,Venture Capital,9,Edtech,France,Europe,Lyon,INV0064
R02020,S01257,DataHealth,2021-04-01,2021,Q2,Series D,149.11,769.67,918.78,8.7,Seedcamp,Family Office,3,Edtech,France,Europe,Lyon,INV0028
R02021,S01258,FluxCore,2025-06-03,2025,Q2,Seed,1.18,8.71,9.89,20.5,Techstars,Private Equity,5,Healthcare & Biotech,United States,North America,Denver,INV0024
R02022,S01258,FluxCore,2026-02-14,2026,Q1,Series B,58.38,380.91,439.29,27.9,Ribbit Capital,Accelerator,2,Healthcare & Biotech,United States,North America,Denver,INV0016
R02023,S01259,ZenoHealth,2026-02-08,2026,Q1,Seed,1.56,13.35,14.91,13.0,Salesforce Ventures,Venture Capital,5,Artificial Intelligence,France,Europe,Toulouse,INV0058
R02024,S01260,HyperBase,2020-12-29,2020,Q4,Pre-Seed,0.37,3.09,3.46,14.1,TLcom Capital,Venture Capital,1,Fintech,China,Asia,Shanghai,INV0068
R02025,S01261,HyperSecurity,2025-02-04,2025,Q1,Seed,3.19,19.73,22.92,15.1,Balderton Capital,Angel Investor,10,Fintech,Saudi Arabia,Middle East,Riyadh,INV0031
R02026,S01262,IonCloud,2022-11-03,2022,Q4,Pre-Seed,1.39,7.68,9.07,7.6,Coatue Management,Corporate VC,1,Food & AgriTech,Canada,North America,Montreal,INV0017
R02027,S01262,IonCloud,2025-01-06,2025,Q1,Seed,7.38,41.89,49.27,19.8,IVP,Angel Investor,6,Food & AgriTech,Canada,North America,Montreal,INV0034
R02028,S01263,XenoDynamics,2021-07-20,2021,Q3,Seed,1.4,6.75,8.15,16.0,Headline,Venture Capital,7,E-Commerce,United Kingdom,Europe,Edinburgh,INV0045
R02029,S01263,XenoDynamics,2020-02-03,2020,Q1,Series A,12.28,65.16,77.44,16.8,Draper Associates,Venture Capital,1,E-Commerce,United Kingdom,Europe,Edinburgh,INV0041
R02030,S01264,CoreLogic,2025-10-23,2025,Q4,Seed,0.92,7.74,8.66,19.7,NVIDIA NVentures,Angel Investor,3,Climate Tech / Clean Energy,Netherlands,Europe,Rotterdam,INV0060
R02031,S01265,VibeEnergy,2021-03-20,2021,Q1,Pre-Seed,0.38,3.21,3.59,14.5,Temasek,Venture Capital,2,Cybersecurity,United States,North America,Chicago,INV0049
R02032,S01265,VibeEnergy,2020-03-14,2020,Q1,Seed,0.77,2.38,3.15,20.2,Naspers / Prosus,Crowdfunding,3,Cybersecurity,United States,North America,Chicago,INV0066
R02033,S01266,UltraEnergy,2024-01-12,2024,Q1,Seed,2.45,17.11,19.56,14.5,Tiger Global,Venture Capital,10,Fintech,United States,North America,San Francisco,INV0003
R02034,S01266,UltraEnergy,2023-03-10,2023,Q1,Series A,12.6,80.66,93.26,20.6,Index Ventures,Corporate VC,3,Fintech,United States,North America,San Francisco,INV0015
R02035,S01267,Jetio,2020-10-01,2020,Q4,Pre-Seed,0.29,2.04,2.33,9.1,NEA,Angel Investor,5,Web3 / Blockchain,United Kingdom,Europe,London,INV0020
R02036,S01267,Jetio,2025-02-04,2025,Q1,Seed,3.98,36.95,40.93,11.9,Point Nine Capital,Venture Capital,4,Web3 / Blockchain,United Kingdom,Europe,London,INV0044
R02037,S01267,Jetio,2023-10-09,2023,Q4,Series B,13.95,67.95,81.9,25.6,Intel Capital,Corporate VC,2,Web3 / Blockchain,United Kingdom,Europe,London,INV0056
R02038,S01268,UltraHealth,2025-12-01,2025,Q4,Seed,0.74,4.37,5.11,21.7,Insight Partners,Private Equity,4,Cybersecurity,South Korea,Asia,Busan,INV0010
R02039,S01268,UltraHealth,2026-03-22,2026,Q1,Series A,7.56,57.95,65.51,16.0,Norwest Venture Partners,Private Equity,5,Cybersecurity,South Korea,Asia,Busan,INV0037
R02040,S01268,UltraHealth,2022-11-11,2022,Q4,Series C,106.68,588.43,695.11,9.7,Redpoint Ventures,Angel Investor,5,Cybersecurity,South Korea,Asia,Busan,INV0038
R02041,S01269,OnyxLabs,2025-11-11,2025,Q4,Pre-Seed,0.38,2.93,3.31,10.3,Microsoft M12,Angel Investor,3,Climate Tech / Clean Energy,Estonia,Europe,Tallinn,INV0057
R02042,S01269,OnyxLabs,2020-07-27,2020,Q3,Seed,3.05,28.64,31.69,23.6,Elevation Capital,Angel Investor,6,Climate Tech / Clean Energy,Estonia,Europe,Tallinn,INV0036
R02043,S01269,OnyxLabs,2024-06-16,2024,Q2,Series B,25.66,107.58,133.24,23.6,Kingsway Capital,Angel Investor,3,Climate Tech / Clean Energy,Estonia,Europe,Tallinn,INV0067
R02044,S01270,HyperSpace,2020-09-26,2020,Q3,Pre-Seed,0.61,2.62,3.23,11.9,Partech Africa,Corporate VC,3,Gaming & Entertainment,Spain,Europe,Madrid,INV0069
R02045,S01271,VertexLabs,2022-01-26,2022,Q1,Seed,1.96,12.3,14.26,12.6,Insight Partners,Venture Capital,4,Gaming & Entertainment,United States,North America,Austin,INV0010
R02046,S01272,BetaMind,2024-02-27,2024,Q1,Pre-Seed,0.9,5.68,6.58,8.1,Elevation Capital,Angel Investor,8,SaaS / Enterprise Software,United States,North America,Seattle,INV0036
R02047,S01272,BetaMind,2022-11-29,2022,Q4,Seed,1.53,11.44,12.97,12.7,Founders Fund,Angel Investor,7,SaaS / Enterprise Software,United States,North America,Seattle,INV0014
R02048,S01273,YieldSense,2021-09-10,2021,Q3,Pre-Seed,1.27,11.85,13.12,6.1,DST Global,Venture Capital,1,SaaS / Enterprise Software,United Kingdom,Europe,Edinburgh,INV0033
R02049,S01274,WaveHealth,2020-04-09,2020,Q2,Pre-Seed,0.67,6.42,7.09,12.1,Mitsubishi UFJ Capital,Venture Capital,2,Artificial Intelligence,United States,North America,San Francisco,INV0064
R02050,S01275,TideHealth,2024-12-18,2024,Q4,Seed,1.35,10.17,11.52,24.0,Cherry Ventures,Venture Capital,4,Climate Tech / Clean Energy,United States,North America,Los Angeles,INV0043
R02051,S01276,OrionPlatform,2022-05-31,2022,Q2,Seed,1.17,9.83,11.0,13.1,Redpoint Ventures,Private Equity,1,Edtech,United States,North America,Miami,INV0038
R02052,S01277,BetaCloud,2024-08-20,2024,Q3,Pre-Seed,0.2,1.93,2.13,10.4,Nexus Venture Partners,Corporate VC,7,SaaS / Enterprise Software,United Kingdom,Europe,Bristol,INV0072
R02053,S01277,BetaCloud,2025-12-24,2025,Q4,Seed,0.73,3.84,4.57,20.6,BlueYard Capital,Venture Capital,7,SaaS / Enterprise Software,United Kingdom,Europe,Bristol,INV0029
R02054,S01278,EdgeAnalytics,2023-06-21,2023,Q2,Pre-Seed,0.67,6.49,7.16,7.3,LocalGlobe,Venture Capital,2,Artificial Intelligence,Nigeria,Africa,Nairobi,INV0042
R02055,S01279,YieldNet,2022-05-16,2022,Q2,Seed,2.66,13.78,16.44,13.2,Tiger Global,Family Office,3,Fintech,United Kingdom,Europe,Bristol,INV0003
R02056,S01280,CloudHealth,2021-05-02,2021,Q2,Pre-Seed,0.3,2.61,2.91,11.3,500 Global,Venture Capital,1,Healthcare & Biotech,China,Asia,Shanghai,INV0023
R02057,S01281,CloudCloud,2024-07-04,2024,Q3,Seed,0.86,6.17,7.03,13.9,Sequoia Capital,Venture Capital,1,Healthcare & Biotech,United States,North America,San Diego,INV0001
R02058,S01282,QuarkDynamics,2023-10-01,2023,Q4,Seed,1.11,5.71,6.82,11.8,Blume Ventures,Accelerator,4,SaaS / Enterprise Software,UAE,Middle East,Abu Dhabi,INV0071
R02059,S01283,SwiftEnergy,2025-05-06,2025,Q2,Pre-Seed,0.5,3.21,3.71,10.6,SoftBank Vision Fund,Venture Capital,1,Healthcare & Biotech,Israel,Middle East,Jerusalem,INV0005
R02060,S01284,DataPlatform,2023-11-02,2023,Q4,Seed,2.55,17.68,20.23,17.9,TLcom Capital,Venture Capital,3,Artificial Intelligence,United States,North America,San Diego,INV0068
R02061,S01284,DataPlatform,2023-10-28,2023,Q4,Series A,4.62,54.36,58.98,17.3,Antler,Corporate VC,5,Artificial Intelligence,United States,North America,San Diego,INV0027
R02062,S01284,DataPlatform,2021-03-11,2021,Q1,Series B,44.94,304.37,349.31,23.9,Headline,Angel Investor,2,Artificial Intelligence,United States,North America,San Diego,INV0045
R02063,S01285,ForgeX,2024-07-30,2024,Q3,Seed,1.65,9.5,11.15,20.1,SOSV,Accelerator,8,Logistics & Supply Chain,Indonesia,Asia,Jakarta,INV0025
R02064,S01285,ForgeX,2020-12-09,2020,Q4,Series A,24.48,236.11,260.59,16.6,BlueYard Capital,Private Equity,4,Logistics & Supply Chain,Indonesia,Asia,Jakarta,INV0029
R02065,S01286,SwiftSense,2023-09-30,2023,Q3,Seed,2.86,24.07,26.93,16.5,Draper Associates,Venture Capital,2,Artificial Intelligence,India,Asia,Delhi NCR,INV0041
R02066,S01287,JetRobotics,2024-05-15,2024,Q2,Pre-Seed,0.69,4.12,4.81,14.0,Naspers / Prosus,Accelerator,1,Artificial Intelligence,United States,North America,San Diego,INV0066
R02067,S01288,SwiftRobotics,2025-09-05,2025,Q3,Seed,2.93,18.33,21.26,19.7,Blume Ventures,Venture Capital,1,Healthcare & Biotech,United Kingdom,Europe,Manchester,INV0071
R02068,S01288,SwiftRobotics,2022-02-22,2022,Q1,Series A,4.17,44.96,49.13,19.6,Greylock Partners,Venture Capital,5,Healthcare & Biotech,United Kingdom,Europe,Manchester,INV0018
R02069,S01288,SwiftRobotics,2021-09-10,2021,Q3,Series B,65.3,486.34,551.64,16.4,Tencent,Corporate VC,4,Healthcare & Biotech,United Kingdom,Europe,Manchester,INV0053
R02070,S01289,Cyberfy,2022-05-16,2022,Q2,Pre-Seed,0.57,3.53,4.1,13.1,Partech Africa,Family Office,3,Healthcare & Biotech,Brazil,South America,Rio de Janeiro,INV0069
R02071,S01289,Cyberfy,2021-01-21,2021,Q1,Series A,14.35,150.79,165.14,27.2,Saudi Aramco Ventures,Angel Investor,5,Healthcare & Biotech,Brazil,South America,Rio de Janeiro,INV0052
R02072,S01290,QuarkWare,2020-02-22,2020,Q1,Pre-Seed,0.39,2.44,2.83,7.4,Lightspeed Venture Partners,Private Equity,5,Artificial Intelligence,Germany,Europe,Frankfurt,INV0006
R02073,S01291,Corefy,2026-03-28,2026,Q1,Seed,0.93,9.16,10.09,11.3,Naspers / Prosus,Angel Investor,2,Fintech,United States,North America,Seattle,INV0066
R02074,S01291,Corefy,2022-06-23,2022,Q2,Series B,23.42,201.89,225.31,22.6,Techstars,Venture Capital,4,Fintech,United States,North America,Seattle,INV0024
R02075,S01292,VibeSystems,2022-04-03,2022,Q2,Pre-Seed,0.32,2.82,3.14,11.2,Partech Africa,Venture Capital,1,Web3 / Blockchain,United Kingdom,Europe,London,INV0069
R02076,S01293,ProtoEnergy,2025-03-08,2025,Q1,Seed,1.62,10.16,11.78,21.5,Union Square Ventures,Family Office,3,SaaS / Enterprise Software,Singapore,Asia,Singapore,INV0039
R02077,S01294,ArcBase,2020-02-15,2020,Q1,Pre-Seed,0.22,1.16,1.38,6.9,Bessemer Venture Partners,Venture Capital,4,E-Commerce,United Kingdom,Europe,Cambridge,INV0013
R02078,S01294,ArcBase,2021-10-16,2021,Q4,Seed,7.5,32.4,39.9,24.3,Google Ventures,Crowdfunding,1,E-Commerce,United Kingdom,Europe,Cambridge,INV0059
R02079,S01294,ArcBase,2020-02-20,2020,Q1,Series A,3.83,25.83,29.66,21.1,SOSV,Angel Investor,5,E-Commerce,United Kingdom,Europe,Cambridge,INV0025
R02080,S01295,OnyxHealth,2025-09-06,2025,Q3,Pre-Seed,0.48,3.69,4.17,5.6,Bessemer Venture Partners,Venture Capital,3,Gaming & Entertainment,China,Asia,Shenzhen,INV0013
R02081,S01296,SwiftBeam,2024-12-07,2024,Q4,Seed,0.62,4.36,4.98,10.1,BlueYard Capital,Private Equity,6,Climate Tech / Clean Energy,United Kingdom,Europe,Edinburgh,INV0029
R02082,S01296,SwiftBeam,2020-05-30,2020,Q2,Series A,17.4,192.27,209.67,22.8,Temasek,Corporate VC,1,Climate Tech / Clean Energy,United Kingdom,Europe,Edinburgh,INV0049
R02083,S01296,SwiftBeam,2025-01-10,2025,Q1,Series B,14.98,151.45,166.43,18.2,SoftBank Vision Fund,Venture Capital,1,Climate Tech / Clean Energy,United Kingdom,Europe,Edinburgh,INV0005
R02084,S01297,Jetverse,2023-05-02,2023,Q2,Pre-Seed,0.67,2.22,2.89,13.9,IVP,Accelerator,3,Fintech,United States,North America,Seattle,INV0034
R02085,S01297,Jetverse,2022-12-13,2022,Q4,Seed,4.32,27.72,32.04,23.7,Cherry Ventures,Venture Capital,4,Fintech,United States,North America,Seattle,INV0043
R02086,S01298,Hyperverse,2025-11-26,2025,Q4,Seed,2.64,13.68,16.32,15.0,Google Ventures,Government/Sovereign Fund,7,Artificial Intelligence,China,Asia,Beijing,INV0059
R02087,S01299,RapidLink,2025-03-05,2025,Q1,Seed,1.89,16.24,18.13,15.9,Ribbit Capital,Private Equity,1,Insurtech,China,Asia,Beijing,INV0016
R02088,S01300,UltraNet,2022-11-28,2022,Q4,Pre-Seed,0.3,2.24,2.54,5.8,Tiger Global,Government/Sovereign Fund,3,Cybersecurity,Japan,Asia,Osaka,INV0003
R02089,S01301,Cyberly,2023-12-17,2023,Q4,Pre-Seed,0.41,2.5,2.91,14.8,Matrix Partners,Venture Capital,5,SaaS / Enterprise Software,Japan,Asia,Osaka,INV0022
R02090,S01301,Cyberly,2021-01-24,2021,Q1,Seed,1.12,8.21,9.33,11.0,Blume Ventures,Venture Capital,3,SaaS / Enterprise Software,Japan,Asia,Osaka,INV0071
R02091,S01302,DawnSpace,2021-05-27,2021,Q2,Pre-Seed,0.83,4.17,5.0,8.3,Kingsway Capital,Angel Investor,6,Cybersecurity,United States,North America,Chicago,INV0067
R02092,S01302,DawnSpace,2024-09-10,2024,Q3,Series A,7.87,72.48,80.35,27.1,Microsoft M12,Angel Investor,3,Cybersecurity,United States,North America,Chicago,INV0057
R02093,S01303,VertexSpace,2026-03-08,2026,Q1,Pre-Seed,0.59,4.49,5.08,13.5,Sapphire Ventures,Corporate VC,5,Fintech,India,Asia,Mumbai,INV0035
R02094,S01303,VertexSpace,2020-09-05,2020,Q3,Series A,27.47,234.65,262.12,30.0,GIC,Accelerator,3,Fintech,India,Asia,Mumbai,INV0050
R02095,S01304,AlphaWorks,2023-02-21,2023,Q1,Pre-Seed,0.25,2.36,2.61,10.6,Battery Ventures,Corporate VC,1,Fintech,Singapore,Asia,Singapore,INV0019
R02096,S01305,AstraSense,2024-05-14,2024,Q2,Seed,1.91,9.58,11.49,20.6,Sapphire Ventures,Crowdfunding,1,Cybersecurity,United States,North America,Miami,INV0035
R02097,S01306,Rapidio,2023-05-02,2023,Q2,Pre-Seed,0.49,4.85,5.34,7.1,First Round Capital,Private Equity,1,Fintech,United States,North America,Los Angeles,INV0040
R02098,S01307,SageCloud,2024-08-16,2024,Q3,Seed,1.49,5.16,6.65,21.7,SoftBank Vision Fund,Angel Investor,4,Artificial Intelligence,India,Asia,Hyderabad,INV0005
R02099,S01307,SageCloud,2023-09-18,2023,Q3,Series A,10.39,108.66,119.05,26.3,BlueYard Capital,Venture Capital,3,Artificial Intelligence,India,Asia,Hyderabad,INV0029
R02100,S01307,SageCloud,2023-07-20,2023,Q3,Series B,15.99,74.81,90.8,19.2,Andreessen Horowitz (a16z),Corporate VC,2,Artificial Intelligence,India,Asia,Hyderabad,INV0002
R02101,S01308,IonForge,2022-07-13,2022,Q3,Pre-Seed,0.47,3.69,4.16,10.2,Benchmark,Accelerator,2,Social Media / Creator Economy,Kenya,Africa,Nairobi,INV0008
R02102,S01309,CruxFlow,2025-05-16,2025,Q2,Pre-Seed,0.37,1.24,1.61,6.1,LocalGlobe,Venture Capital,2,Web3 / Blockchain,China,Asia,Beijing,INV0042
R02103,S01309,CruxFlow,2020-01-25,2020,Q1,Series A,5.96,55.8,61.76,28.3,Andreessen Horowitz (a16z),Venture Capital,5,Web3 / Blockchain,China,Asia,Beijing,INV0002
R02104,S01309,CruxFlow,2023-10-17,2023,Q4,Series B,26.11,175.43,201.54,23.4,Sapphire Ventures,Crowdfunding,5,Web3 / Blockchain,China,Asia,Beijing,INV0035
R02105,S01310,ArcHealth,2021-03-19,2021,Q1,Pre-Seed,0.55,4.46,5.01,10.7,GIC,Venture Capital,3,Food & AgriTech,United States,North America,San Francisco,INV0050
R02106,S01311,ZenWorks,2024-07-02,2024,Q3,Seed,1.71,7.08,8.79,14.0,First Round Capital,Angel Investor,2,Fintech,Canada,North America,Montreal,INV0040
R02107,S01312,IonWare,2023-07-03,2023,Q3,Pre-Seed,0.28,1.79,2.07,10.8,Blume Ventures,Venture Capital,2,E-Commerce,United Kingdom,Europe,London,INV0071
R02108,S01312,IonWare,2021-04-10,2021,Q2,Series A,8.97,97.42,106.39,26.5,Elevation Capital,Venture Capital,1,E-Commerce,United Kingdom,Europe,London,INV0036
R02109,S01313,ArcX,2025-06-17,2025,Q2,Pre-Seed,0.26,1.79,2.05,8.4,General Catalyst,Crowdfunding,2,Artificial Intelligence,Turkey,Europe,Ankara,INV0009
R02110,S01313,ArcX,2025-02-05,2025,Q1,Series A,11.58,116.76,128.34,16.3,Norwest Venture Partners,Venture Capital,4,Artificial Intelligence,Turkey,Europe,Ankara,INV0037
R02111,S01314,YieldMind,2022-05-16,2022,Q2,Seed,2.78,24.25,27.03,18.4,Insight Partners,Venture Capital,2,E-Commerce,United Kingdom,Europe,Bristol,INV0010
R02112,S01314,YieldMind,2023-09-23,2023,Q3,Series B,18.44,130.26,148.7,18.5,LocalGlobe,Venture Capital,2,E-Commerce,United Kingdom,Europe,Bristol,INV0042
R02113,S01315,ZenoX,2020-12-06,2020,Q4,Pre-Seed,1.28,8.35,9.63,9.9,Northzone,Corporate VC,7,E-Commerce,Thailand,Asia,Bangkok,INV0047
R02114,S01316,XenoFlow,2024-06-07,2024,Q2,Seed,1.32,6.63,7.95,22.9,Kingsway Capital,Accelerator,2,SaaS / Enterprise Software,United States,North America,Austin,INV0067
R02115,S01316,XenoFlow,2024-09-23,2024,Q3,Series B,50.62,392.05,442.67,18.0,Plug and Play,Venture Capital,7,SaaS / Enterprise Software,United States,North America,Austin,INV0026
R02116,S01317,JetFlow,2022-06-12,2022,Q2,Seed,2.76,25.79,28.55,22.4,Accel Partners,Angel Investor,4,Healthcare & Biotech,United States,North America,Los Angeles,INV0004
R02117,S01317,JetFlow,2021-12-09,2021,Q4,Series A,12.03,100.86,112.89,29.4,BlueYard Capital,Venture Capital,7,Healthcare & Biotech,United States,North America,Los Angeles,INV0029
R02118,S01318,ZenoStack,2020-07-10,2020,Q3,Pre-Seed,0.65,3.86,4.51,14.1,Insight Partners,Accelerator,3,SaaS / Enterprise Software,United States,North America,San Diego,INV0010
R02119,S01318,ZenoStack,2023-03-21,2023,Q1,Series A,9.94,115.47,125.41,28.5,Temasek,Crowdfunding,3,SaaS / Enterprise Software,United States,North America,San Diego,INV0049
R02120,S01319,HubSense,2025-10-28,2025,Q4,Pre-Seed,0.7,6.22,6.92,6.0,Northzone,Venture Capital,3,E-Commerce,Switzerland,Europe,Geneva,INV0047
R02121,S01319,HubSense,2025-12-07,2025,Q4,Seed,2.39,9.13,11.52,18.8,Union Square Ventures,Venture Capital,4,E-Commerce,Switzerland,Europe,Geneva,INV0039
R02122,S01320,NovaSpace,2020-12-21,2020,Q4,Seed,1.08,4.27,5.35,18.6,500 Global,Private Equity,8,Fintech,Singapore,Asia,Singapore,INV0023
R02123,S01320,NovaSpace,2023-07-24,2023,Q3,Series A,7.43,32.49,39.92,27.8,Accel India,Venture Capital,4,Fintech,Singapore,Asia,Singapore,INV0073
R02124,S01321,TideDynamics,2020-10-15,2020,Q4,Pre-Seed,0.58,2.48,3.06,5.1,EQT Ventures,Corporate VC,3,Logistics & Supply Chain,United States,North America,Miami,INV0030
R02125,S01322,AlphaFlow,2024-01-16,2024,Q1,Seed,2.83,28.0,30.83,17.1,Intel Capital,Venture Capital,2,Artificial Intelligence,United States,North America,San Francisco,INV0056
R02126,S01323,Velofy,2020-02-12,2020,Q1,Seed,1.16,7.48,8.64,23.0,Partech,Angel Investor,2,Web3 / Blockchain,Singapore,Asia,Singapore,INV0046
R02127,S01323,Velofy,2025-03-28,2025,Q1,Series B,79.31,816.96,896.27,15.5,B Capital Group,Venture Capital,3,Web3 / Blockchain,Singapore,Asia,Singapore,INV0048
R02128,S01324,XenoEnergy,2023-07-18,2023,Q3,Pre-Seed,0.37,3.44,3.81,12.4,Andreessen Horowitz (a16z),Accelerator,3,E-Commerce,United States,North America,Chicago,INV0002
R02129,S01324,XenoEnergy,2020-09-07,2020,Q3,Seed,1.86,10.72,12.58,22.8,Tiger Global,Family Office,6,E-Commerce,United States,North America,Chicago,INV0003
R02130,S01325,CyberStack,2022-05-05,2022,Q2,Pre-Seed,0.55,4.02,4.57,14.5,Nexus Venture Partners,Private Equity,4,Gaming & Entertainment,Nigeria,Africa,Lagos,INV0072
R02131,S01325,CyberStack,2021-06-18,2021,Q2,Seed,1.21,3.78,4.99,17.1,Mitsubishi UFJ Capital,Private Equity,6,Gaming & Entertainment,Nigeria,Africa,Lagos,INV0064
